id,owner-uid,name,description,category,attribution,periodOfTime,postingFreq,originator,link,downloadCount,viewCount,licenseId,publicationDate,rowsUpdateAt,tags,rowLabel,metadataLanguage,numberColumns,numColumnDescriptions,numTags
pysm-wfzq,7ykf-4t5h,School MSP-HSPE Scores by Subgroup_2011,,Education,,,,,,141,9,,2019-06-30 02:04:59,2019-06-30 02:04:58,"['reportcard', 'ospi', 'k-12', 'student', '2011', 'school', 'assessment']",,,110,0,7
82ck-bmn3,7ykf-4t5h,State WASL Scores by Subgroup_2005,,Education,,,,,,317,9,,2019-06-27 11:22:44,2019-06-27 11:22:43,"['reportcard', 'ospi', 'k-12', 'student', '2005', 'state', 'assessment']",,,105,0,7
q394-hfwy,7ykf-4t5h,AMO Data by District - overall_2013,,Education,,,,,,202,9,,2019-06-30 15:56:09,2019-06-30 15:56:09,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'district', 'accountability']",,,15,0,7
fad7-vizh,7ykf-4t5h,WAAS Scores by District_2011,,Education,,,,,,651,9,,2019-07-01 00:18:08,2019-07-01 00:18:08,"['reportcard', 'ospi', 'k-12', 'student', '2011', 'district', 'assessment']",,,84,0,7
8s65-psj8,7ykf-4t5h,MSP-HSPE Scores by District_2009,,Education,,,,,,224,8,,2019-06-30 23:36:08,2019-06-30 23:36:07,"['reportcard', 'ospi', 'k-12', 'student', '2009', 'district', 'assessment']",,,109,0,7
kcbt-thyp,7ykf-4t5h,WAAS Scores by District_2012,,Education,,,,,,172,9,,2019-07-01 00:21:58,2019-07-01 00:21:57,"['reportcard', 'ospi', 'k-12', 'student', '2012', 'district', 'assessment']",,,84,0,7
rk5w-3q8b,7ykf-4t5h,Report Card Student Access To Educators Summary 2017-18 School Year,"This file includes Report Card summary data on Student Access to Educators for the 2017-18 school year. Data is disaggregated by school, district, and the state level. Student access rates to teachers by teacher qualification are provided for student groups and characteristics and by student race/ethnicity. Teacher qualifications included are: Inexperienced, experienced, limited-certificated, fully-certificated, out-of-field, and in-field. Please review the notes below for more information.",Education,OSPI,2017-18,Annual,OSPI,https://washingtonstatereportcard.ospi.k12.wa.us/,14,9,,2020-12-15 13:58:00,2020-12-15 13:58:00,"['reportcard', 'ospi', 'student access to educators']",,English,24,0,3
pwfs-cthx,7ykf-4t5h,CTE Course Enrollment by State - cluster areas_2009,,Education,,,,,,146,9,,2019-06-29 20:34:44,2019-06-29 20:34:44,"['reportcard', 'ospi', 'k-12', 'student', '2009', 'state', 'cte']",,,11,0,7
smmq-qq28,7ykf-4t5h,School MSP-HSPE Scores by Subgroup_2015,,Education,,,,,,146,9,,2019-06-30 11:15:44,2019-06-30 11:15:44,"['reportcard', 'ospi', 'k-12', 'student', '2015', 'school', 'assessment']",,,33,0,7
xiac-qvca,7ykf-4t5h,District EOC scores by Subgroup_2015,,Education,,,,,,554,9,,2019-06-30 21:06:32,2019-06-30 21:06:31,"['reportcard', 'ospi', 'k-12', 'student', '2015', 'district', 'assessment']",,,31,0,7
j8g9-w83d,7ykf-4t5h,Dual Credit Data by State_2016,,Education,,,,,,178,9,,2019-06-29 16:53:21,2019-06-29 16:53:21,"['reportcard', 'ospi', 'k-12', 'student', '2016', 'state', 'dual credit']",,,12,0,7
ewrq-cids,7ykf-4t5h,AYP Data by District - participation-other indicator_2014,,Education,,,,,,121,9,,2019-06-30 16:28:11,2019-06-30 16:28:10,N/A,,,52,0,0
ehmm-ppst,7ykf-4t5h,State WLPT-II scores by Subgroup_2011,,Education,,,,,,157,9,,2019-06-29 20:08:21,2019-06-29 20:08:21,"['reportcard', 'ospi', 'k-12', 'student', '2011', 'state', 'assessment']",,,15,0,7
y2qf-xxzw,7ykf-4t5h,AYP Data by District - proficiency_2010,,Education,,,,,,609,9,,2019-06-30 16:44:13,2019-06-30 16:44:12,"['reportcard', 'ospi', 'k-12', 'student', '2010', 'district', 'accountability']",,,70,0,7
v8wz-qix8,7ykf-4t5h,School MSP-HSPE Scores by Subgroup_2010,,Education,,,,,,0,0,,2019-06-30 02:01:12,2019-06-30 02:01:11,"['reportcard', 'ospi', 'k-12', 'student', '2010', 'school', 'assessment']",,,110,0,7
fnja-dbdb,7ykf-4t5h,WELPA Scores by State_2010,,Education,,,,,,130,9,,2019-06-29 20:25:59,2019-06-29 20:25:59,"['reportcard', 'ospi', 'k-12', 'student', '2010', 'state', 'assessment']",,,15,0,7
6fbr-uk73,7ykf-4t5h,AYP Data by District - proficiency_2015,,Education,,,,,,173,9,,2019-06-30 16:51:56,2019-06-30 16:51:55,"['reportcard', 'ospi', 'k-12', 'student', '2015', 'district', 'accountability']",,,29,0,7
2gxc-b6gi,7ykf-4t5h,WAAS Scores by District_2013,,Education,,,,,,208,9,,2019-07-01 00:25:46,2019-07-01 00:25:45,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'district', 'assessment']",,,84,0,7
qe9t-sekf,7ykf-4t5h,School WASL Scores by Subgroup_2007,,Education,,,,,,162,9,,2019-06-28 08:27:39,2019-06-28 08:27:39,"['reportcard', 'ospi', 'k-12', 'student', '2007', 'school', 'assessment']",,,110,0,7
2szm-pwhs,7ykf-4t5h,EOC Scores by School_2012,,Education,,,,,,143,9,,2019-06-30 00:54:25,2019-06-30 00:54:24,"['reportcard', 'ospi', 'k-12', 'student', '2012', 'school', 'assessment']",,,216,0,7
bhxj-su3s,7ykf-4t5h,WELPA Scores by School_2011,,Education,,,,,,203,9,,2019-06-30 12:40:54,2019-06-30 12:40:54,"['reportcard', 'ospi', 'k-12', 'student', '2011', 'school', 'assessment']",,,22,0,7
77nt-5ivc,7ykf-4t5h,WaKIDS Scores by District_2016,,Education,,,,,,159,9,,2019-07-01 00:44:43,2019-07-01 00:44:43,"['reportcard', 'ospi', 'k-12', 'student', '2016', 'district', 'assessment']",,,53,0,7
qk3m-g8kj,7ykf-4t5h,WASL Scores by State_2006,,Education,,,,,,162,9,,2019-06-27 11:44:32,2019-06-27 11:44:31,"['reportcard', 'ospi', 'k-12', 'student', '2006', 'state', 'assessment']",,,104,0,7
ku7k-gewn,7ykf-4t5h,CTE Course Enrollment by State - cluster areas_2012,,Education,,,,,,142,9,,2019-06-29 19:06:44,2019-06-29 19:06:44,"['reportcard', 'ospi', 'k-12', 'student', '2012', 'state', 'cte']",,,11,0,7
wi4d-7czy,7ykf-4t5h,State MSP-HSPE Scores by Subgroup_2015,,Education,,,,,,151,8,,2019-06-29 17:30:53,2019-06-29 17:30:53,"['reportcard', 'ospi', 'k-12', 'student', '2015', 'state', 'assessment']",,,28,0,7
idwr-tmj3,7ykf-4t5h,State WASL Scores by Subgroup_2006,,Education,,,,,,297,8,,2019-06-27 11:53:19,2019-06-27 11:53:19,"['reportcard', 'ospi', 'k-12', 'student', '2006', 'state', 'assessment']",,,105,0,7
tc5x-8n7d,7ykf-4t5h,CTE Perkins Data by District - grand total_2016,,Education,,,,,,0,0,,2019-06-30 20:06:59,2019-06-30 20:06:59,"['reportcard', 'ospi', 'k-12', 'student', '2016', 'district', 'cte']",,,14,0,7
gqe3-ae5u,7ykf-4t5h,District WASL Scores by Subgroup_2007,,Education,,,,,,150,8,,2019-06-28 08:23:30,2019-06-28 08:23:29,"['reportcard', 'ospi', 'k-12', 'student', '2007', 'district', 'assessment']",,,110,0,7
eqx6-7bxh,7ykf-4t5h,CTE Perkins Data by District - subgroup_2010,,Education,,,,,,117,8,,2019-06-30 20:13:53,2019-06-30 20:13:53,"['reportcard', 'ospi', 'k-12', 'student', '2010', 'district', 'cte']",,,11,0,7
32if-3xs2,7ykf-4t5h,AYP Data by School - summary_2015,,Education,,,,,,130,8,,2019-06-29 23:20:31,2019-06-29 23:20:30,"['reportcard', 'ospi', 'k-12', 'student', '2015', 'school', 'accountability']",,,52,0,7
mhqh-fq5h,7ykf-4t5h,WaKIDS Scores by School_2013,,Education,,,,,,179,8,,2019-06-30 12:09:10,2019-06-30 12:09:10,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'school', 'assessment']",,,55,0,7
prhd-i9rb,7ykf-4t5h,WASL Scores by School_2002,,Education,,,,,,194,8,,2019-06-14 17:06:36,2019-06-14 17:06:35,"['reportcard', 'ospi', 'k-12', 'student', '2002', 'school', 'assessment']",,,111,0,7
hcvs-zi2k,7ykf-4t5h,AYP Data by District - overall_2006,,Education,,,,,,155,8,,2019-06-27 12:08:49,2019-06-27 12:08:48,"['reportcard', 'ospi', 'k-12', 'student', '2006', 'district', 'accountability']",,,6,0,7
fwwg-2hvp,7ykf-4t5h,School WASL Scores by Subgroup_2002,,Education,,,,,,0,0,,2019-06-26 09:03:42,2019-06-26 09:03:42,"['reportcard', 'ospi', 'k-12', 'student', '2002', 'school', 'assessment']",,,110,0,7
9u98-4g67,7ykf-4t5h,WELPA Scores by School_2012,,Education,,,,,,142,8,,2019-06-30 12:44:32,2019-06-30 12:44:31,"['reportcard', 'ospi', 'k-12', 'student', '2012', 'school', 'assessment']",,,22,0,7
svkf-mjy8,7ykf-4t5h,State EOC scores by Subgroup_2014,,Education,,,,,,157,9,,2019-06-29 18:17:46,2019-06-29 18:17:45,"['reportcard', 'ospi', 'k-12', 'student', '2014', 'state', 'assessment']",,,210,0,7
shzv-kcqs,fuyk-waw8,Escapement_Data_For_data_wa_gov_with_existing 12-17-2020 download,,Natural Resources & Environment,WDFW,,,,,4,8,,2020-12-17 05:58:05,2020-12-17 05:58:04,['wdfw sdfp'],,,16,0,1
rkcp-y4hc,7ykf-4t5h,AYP Data by School - overall_2007,,Education,,,,,,0,0,,2019-06-29 16:20:04,2019-06-29 16:20:04,"['reportcard', 'ospi', 'k-12', 'student', '2007', 'school', 'accountability']",,,10,0,7
ixk4-hes2,7ykf-4t5h,CTE Perkins Data by District - subgroup_2009,,Education,,,,,,110,8,,2019-06-30 20:11:32,2019-06-30 20:11:31,"['reportcard', 'ospi', 'k-12', 'student', '2009', 'district', 'cte']",,,11,0,7
5amp-vxtk,7ykf-4t5h,CTE Perkins Data by State_2012,,Education,,,,,,172,9,,2019-06-29 19:09:39,2019-06-29 19:09:39,"['reportcard', 'ospi', 'k-12', 'student', '2012', 'state', 'cte']",,,7,0,7
sp7v-q9vy,7ykf-4t5h,State WELPA scores by Subgroup_2010,,Education,,,,,,136,8,,2019-06-29 16:30:15,2019-06-29 16:30:15,"['reportcard', 'ospi', 'k-12', 'student', '2010', 'state', 'assessment']",,,16,0,7
6gbx-xy69,7ykf-4t5h,State WELPA scores by Subgroup_2013,,Education,,,,,,188,9,,2019-06-29 18:46:15,2019-06-29 18:46:14,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'state', 'assessment']",,,18,0,7
pgc6-u3b8,7ykf-4t5h,WaKIDS Scores by State_2013,,Education,,,,,,140,8,,2019-06-29 18:28:43,2019-06-29 18:28:42,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'state', 'assessment']",,,51,0,7
8x36-a4ub,7ykf-4t5h,Dual Credit Data by State-OldMethod_2012,,Education,,,,,,207,8,,2019-06-29 19:03:50,2019-06-29 19:03:49,"['reportcard', 'ospi', 'k-12', 'student', '2012', 'state', 'dual credit']",,,18,0,7
vruy-tak6,7ykf-4t5h,District WELPA scores by Subgroup_2010,,Education,,,,,,158,8,,2019-06-30 22:03:41,2019-06-30 22:03:40,"['reportcard', 'ospi', 'k-12', 'student', '2010', 'district', 'assessment']",,,21,0,7
xikg-z8tb,7ykf-4t5h,WELPA Scores by State_2013,,Education,,,,,,243,8,,2019-06-29 18:49:10,2019-06-29 18:49:10,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'state', 'assessment']",,,17,0,7
fm9w-tjre,7ykf-4t5h,District MSP-HSPE Scores by Subgroup_2009,,Education,,,,,,584,8,,2019-06-30 21:09:33,2019-06-30 21:09:32,"['reportcard', 'ospi', 'k-12', 'student', '2009', 'district', 'assessment']",,,110,0,7
axnc-3mja,7ykf-4t5h,ELPA21 District_2016,,Education,,,,,,143,8,,2019-06-30 23:08:50,2019-06-30 23:08:50,"['reportcard', 'ospi', 'k-12', 'student', '2016', 'district', 'assessment']",,,20,0,7
qbcd-agb2,7ykf-4t5h,School WASL Scores by Subgroup_2006,,Education,,,,,,126,8,,2019-06-27 12:03:50,2019-06-27 12:03:49,"['reportcard', 'ospi', 'k-12', 'student', '2006', 'school', 'assessment']",,,110,0,7
cvnn-hdhq,7ykf-4t5h,School WASL Scores by Subgroup_2008,,Education,,,,,,0,0,,2019-06-30 11:23:54,2019-06-30 11:23:53,"['reportcard', 'ospi', 'k-12', 'student', '2008', 'school', 'assessment']",,,110,0,7
h7qg-v3ae,7ykf-4t5h,CTE Perkins Data by District - subgroup_2015,,Education,,,,,,124,8,,2019-06-30 20:25:17,2019-06-30 20:25:17,"['reportcard', 'ospi', 'k-12', 'student', '2015', 'district', 'cte']",,,11,0,7
kycu-bgca,7ykf-4t5h,AYP Data by District - proficiency_2009,,Education,,,,,,0,0,,2019-06-30 16:41:32,2019-06-30 16:41:32,"['reportcard', 'ospi', 'k-12', 'student', '2009', 'district', 'accountability']",,,70,0,7
gxu5-h7qm,7ykf-4t5h,AYP Data by School - overall_2011,,Education,,,,,,242,8,,2019-06-29 22:05:57,2019-06-29 22:05:56,"['reportcard', 'ospi', 'k-12', 'student', '2011', 'school', 'accountability']",,,10,0,7
c4ab-ruqx,7ykf-4t5h,District WELPA scores by Subgroup_2013,,Education,,,,,,180,7,,2019-06-30 22:15:12,2019-06-30 22:15:11,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'district', 'assessment']",,,23,0,7
dt4v-ktzd,7ykf-4t5h,WASL Scores by State_2003,,Education,,,,,,179,8,,2019-06-26 09:14:41,2019-06-26 09:14:40,"['reportcard', 'ospi', 'k-12', 'student', '2003', 'state', 'assessment']",,,104,0,7
ncvg-8pc3,7ykf-4t5h,School EOC scores by Subgroup_2015,,Education,,,,,,170,8,,2019-06-30 01:52:38,2019-06-30 01:52:38,"['reportcard', 'ospi', 'k-12', 'student', '2015', 'school', 'assessment']",,,33,0,7
kbq4-5wwb,7ykf-4t5h,WASL Scores by District_2004,,Education,,,,,,0,0,,2019-06-27 08:45:02,2019-06-27 08:45:01,"['reportcard', 'ospi', 'k-12', 'student', '2004', 'district', 'assessment']",,,109,0,7
67bq-8uyv,7ykf-4t5h,WaKIDS Scores by School_2017,,Education,,,,,,319,8,,2019-06-30 12:23:27,2019-06-30 12:23:26,"['reportcard', 'ospi', 'k-12', 'student', '2017', 'school', 'assessment']",,,55,0,7
6yqm-yk5v,7ykf-4t5h,AYP Data by School - overall_2010,,Education,,,,,,152,8,,2019-06-29 22:02:19,2019-06-29 22:02:19,"['reportcard', 'ospi', 'k-12', 'student', '2010', 'school', 'accountability']",,,10,0,7
fpng-2inw,7ykf-4t5h,WAAS Scores by District_2015,,Education,,,,,,154,8,,2019-07-01 00:29:29,2019-07-01 00:29:29,"['reportcard', 'ospi', 'k-12', 'student', '2015', 'district', 'assessment']",,,66,0,7
36ck-p9ps,7ykf-4t5h,District EOC scores by Subgroup_2013,,Education,,,,,,121,8,,2019-06-30 21:03:48,2019-06-30 21:03:48,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'district', 'assessment']",,,215,0,7
fni8-hstz,7ykf-4t5h,CTE Course Enrollment by State - cluster areas_2015,,Education,,,,,,301,8,,2019-06-29 17:12:05,2019-06-29 17:12:05,"['reportcard', 'ospi', 'k-12', 'student', '2015', 'state', 'cte']",,,11,0,7
vamw-przc,7ykf-4t5h,AYP Data by School - participation-other indicator_2008,,Education,,,,,,0,0,,2019-06-29 22:24:47,2019-06-29 22:24:47,"['reportcard', 'ospi', 'k-12', 'student', '2008', 'school', 'accountability']",,,44,0,7
i257-86ei,7ykf-4t5h,ELPA21 School_2017,,Education,,,,,,0,0,,2019-06-30 00:45:58,2019-06-30 00:45:58,"['reportcard', 'ospi', 'k-12', 'student', '2017', 'school', 'assessment']",,,22,0,7
bc9i-nv2p,7ykf-4t5h,AYP Data by District - overall_2007,,Education,,,,,,165,8,,2019-06-28 08:29:45,2019-06-28 08:29:45,"['reportcard', 'ospi', 'k-12', 'student', '2007', 'district', 'accountability']",,,6,0,7
v2re-3577,7ykf-4t5h,CTE Course Enrollment by State - cluster areas_2016,,Education,,,,,,195,8,,2019-06-29 16:55:21,2019-06-29 16:55:20,"['reportcard', 'ospi', 'k-12', 'student', '2016', 'state', 'cte']",,,11,0,7
hkej-sset,7ykf-4t5h,State MSP-HSPE Scores by Subgroup_2012,,Education,,,,,,0,0,,2019-06-29 19:27:40,2019-06-29 19:27:39,"['reportcard', 'ospi', 'k-12', 'student', '2012', 'state', 'assessment']",,,105,0,7
thkv-5m7j,7ykf-4t5h,WELPA Scores by School_2009,,Education,,,,,,159,8,,2019-06-30 12:33:52,2019-06-30 12:33:51,"['reportcard', 'ospi', 'k-12', 'student', '2009', 'school', 'assessment']",,,22,0,7
ku88-jnc7,7ykf-4t5h,WELPA Scores by School_2010,,Education,,,,,,159,8,,2019-06-30 12:37:25,2019-06-30 12:37:25,"['reportcard', 'ospi', 'k-12', 'student', '2010', 'school', 'assessment']",,,22,0,7
5tey-3n6n,7ykf-4t5h,WASL Scores by District_2005,,Education,,,,,,338,7,,2019-06-27 11:15:47,2019-06-27 11:15:47,"['reportcard', 'ospi', 'k-12', 'student', '2005', 'district', 'assessment']",,,109,0,7
szpm-i3b3,7ykf-4t5h,District WLPT-II scores by Subgroup_2011,,Education,,,,,,152,7,,2019-06-30 22:26:33,2019-06-30 22:26:33,"['reportcard', 'ospi', 'k-12', 'student', '2011', 'district', 'assessment']",,,20,0,7
t3aj-g49z,7ykf-4t5h,CTE Perkins Data by State_2011,,Education,,,,,,0,0,,2019-06-29 19:41:55,2019-06-29 19:41:54,"['reportcard', 'ospi', 'k-12', 'student', '2011', 'state', 'cte']",,,7,0,7
8zsg-zbki,7ykf-4t5h,State WELPA scores by Subgroup_2010,,Education,,,,,,270,7,,2019-06-29 20:22:57,2019-06-29 20:22:56,"['reportcard', 'ospi', 'k-12', 'student', '2010', 'state', 'assessment']",,,16,0,7
ca2e-nr2j,7ykf-4t5h,State WASL Scores by Subgroup_2003,,Education,,,,,,264,7,,2019-06-26 09:25:54,2019-06-26 09:25:53,"['reportcard', 'ospi', 'k-12', 'student', '2003', 'state', 'assessment']",,,105,0,7
nbg8-u959,7ykf-4t5h,Report Card Teacher Qualification Grade Level 2017-18 School Year,"This file includes Report Card information on teacher qualifications by student grade level for the 2017-18 school year. Data is disaggregated by school, district, and the state level. Teacher qualifications include inexperienced, experienced, limited-certificated, fully-certificated, out-of-field, and in-field statuses. Please review the notes below for more information.",Education,OSPI,2017-18,Annual,OSPI,https://washingtonstatereportcard.ospi.k12.wa.us/,18,8,,2020-09-22 13:58:18,2020-12-15 14:27:22,"['ospi', 'reportcard', 'teacher qualification']",,English,28,0,3
rr9f-98x9,7ykf-4t5h,EOC Scores by State_2014,,Education,,,,,,144,7,,2019-06-29 18:20:48,2019-06-29 18:20:47,"['reportcard', 'ospi', 'k-12', 'student', '2014', 'state', 'assessment']",,,209,0,7
6btu-y6cm,7ykf-4t5h,CTE Course Enrollment by District - cluster areas_2014,,Education,,,,,,547,7,,2019-06-30 17:10:31,2019-06-30 17:10:31,"['reportcard', 'ospi', 'k-12', 'student', '2014', 'district', 'cte']",,,15,0,7
ycp8-fuxz,7ykf-4t5h,CTE Demographic Data by State_2011,,Education,,,,,,281,7,,2019-06-29 19:44:46,2019-06-29 19:44:45,"['reportcard', 'ospi', 'k-12', 'student', '2011', 'state', 'cte']",,,7,0,7
fnxg-77yc,7ykf-4t5h,CTE Demographic Data by District_2011,,Education,,,,,,165,8,,2019-06-30 18:42:51,2019-06-30 18:42:51,"['reportcard', 'ospi', 'k-12', 'student', '2011', 'district', 'cte']",,,11,0,7
bg6u-3fab,7ykf-4t5h,CTE Course Enrollment by District - cluster areas_2015,,Education,,,,,,181,7,,2019-06-30 17:13:13,2019-06-30 17:13:12,"['reportcard', 'ospi', 'k-12', 'student', '2015', 'district', 'cte']",,,15,0,7
nk2b-he5k,7ykf-4t5h,WELPA Scores by State_2011,,Education,,,,,,135,7,,2019-06-29 19:50:45,2019-06-29 19:50:45,"['reportcard', 'ospi', 'k-12', 'student', '2011', 'state', 'assessment']",,,15,0,7
6ype-egm5,7ykf-4t5h,School WELPA scores by Subgroup_2010,,Education,,,,,,139,7,,2019-06-30 11:29:53,2019-06-30 11:29:52,"['reportcard', 'ospi', 'k-12', 'student', '2010', 'school', 'assessment']",,,23,0,7
puf6-s2ax,7ykf-4t5h,AYP Data by District - participation-other indicator_2007,,Education,,,,,,0,0,,2019-06-29 16:02:36,2019-06-29 16:02:36,"['reportcard', 'ospi', 'k-12', 'student', '2007', 'district', 'accountability']",,,44,0,7
6v64-c3tj,7ykf-4t5h,WELPA Scores by School_2013,,Education,,,,,,136,7,,2019-06-30 12:48:06,2019-06-30 12:48:06,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'school', 'assessment']",,,24,0,7
kjzs-3swi,7ykf-4t5h,School WELPA scores by Subgroup_2013,,Education,,,,,,121,7,,2019-06-30 11:40:36,2019-06-30 11:40:35,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'school', 'assessment']",,,25,0,7
ytev-3tk5,7ykf-4t5h,District WELPA scores by Subgroup_2009,,Education,,,,,,163,7,,2019-06-30 21:59:50,2019-06-30 21:59:50,"['reportcard', 'ospi', 'k-12', 'student', '2009', 'district', 'assessment']",,,21,0,7
fsei-reyr,7ykf-4t5h,EOC Scores by State_2011,,Education,,,,,,177,7,,2019-06-29 19:54:38,2019-06-29 19:54:38,"['reportcard', 'ospi', 'k-12', 'student', '2011', 'state', 'assessment']",,,209,0,7
7adr-4vq2,7ykf-4t5h,WELPA Scores by State_2009,,Education,,,,,,120,6,,2019-06-29 20:46:29,2019-06-29 20:46:29,"['reportcard', 'ospi', 'k-12', 'student', '2009', 'state', 'assessment']",,,15,0,7
jppe-gg38,7ykf-4t5h,EOC Scores by State_2013,,Education,,,,,,0,0,,2019-06-29 18:55:59,2019-06-29 18:55:59,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'state', 'assessment']",,,209,0,7
g772-6jge,7ykf-4t5h,CTE Perkins Data by District - grand total_2013,,Education,,,,,,0,0,,2019-06-30 20:00:07,2019-06-30 20:00:07,"['reportcard', 'ospi', 'k-12', 'student', '2013', 'district', 'cte']",,,14,0,7
7umj-8mgw,7ykf-4t5h,District WASL Scores by Subgroup_2007,,Education,,,,,,160,7,,2019-06-28 08:20:29,2019-06-28 08:20:29,"['reportcard', 'ospi', 'k-12', 'student', '2007', 'district', 'assessment']",,,110,0,7
3ark-c4eq,7ykf-4t5h,AMO Data by District - overall_2012,,Education,,,,,,141,6,,2019-06-30 15:53:30,2019-06-30 15:53:30,"['reportcard', 'ospi', 'k-12', 'student', '2012', 'district', 'accountability']",,,15,0,7
nz7w-8ywp,7ykf-4t5h,WaKIDS Scores by School_2014,,Education,,,,,,144,8,,2019-06-30 12:12:45,2019-06-30 12:12:45,"['reportcard', 'ospi', 'k-12', 'student', '2014', 'school', 'assessment']",,,55,0,7
